source_file,output_file,source_ext,original_width,original_height,output_width,output_height,original_kb,webp_kb,savings_percent,quality,lossless,status,notes
"/Users/ritaterekh/Downloads/ChatGPT Image 19 июн. 2026 г., 10_03_28.png","/Users/ritaterekh/Documents/GitHub/sady-kimmerii-assets/sady-kimmerii/ChatGPT-Image-19-июн.-2026-г.,-10_03_28-0a38eedd.webp",.png,1672,941,1600,900,3173.2,299.6,90.6,76,false,converted,
